SAMPLEID,Ag109,Ag110m,Am0,Am241,Am242,Am242m,Am243,C14,Ce140,Ce142,Ce144,Cm0,Cm242,Cm243,Cm244,Cm245,Cm246,Cm247,Cs0,Cs133,Cs134,Cs135,Cs137,Eu0,Eu151,Eu152,Eu153,Eu154,Eu155,Gd0,Gd152,Gd154,Gd155,Gd156,Gd157,Gd158,Gd160,H3,I129,La139,Mo100,Mo95,Mo97,Mo98,Nb95,Nd0,Nd142,Nd143,Nd144,Nd145,Nd146,Nd148,Nd150,Np237,Pd105,Pd108,Pm147,Pr144,Pu0,Pu236,Pu238,Pu239,Pu240,Pu241,Pu242,Pu244,Rh103,Ru101,Ru103,Ru106,Sb125,Se79,Sm0,Sm147,Sm148,Sm149,Sm150,Sm151,Sm152,Sm154,Sn126,Sr90,Tc99,U0,U232,U233,U234,U235,U236,U238,Zr95,RTYPE,EU235,EPU,EPUFISS,EBUP
TVC-1|509-049|L5|9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1141,0,0,0,0,0,0,0,0,0,4.1155,0.7323999999999999,0.28059999999999996,0.034600000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155,17.455,2.08,964.2950000000001,0,PWR,2.719,0,0,10.517
TVC-1|509-049|L5|9K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWR,2.719,0,0,10.517
TVC-1|509-069|A1|1,0,0,0,0.0838,0,0,0,0,0,0,0,0,0.00753,0,8.8e-4,0,0,0,0,0,0.02567,0,0.5408,0,0,0,0,0.005595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,4.67,1.02,0.51,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.43,2.74,956.82,0,PWR,3.13,0,0,15.17
TVC-1|509-069|A1|7,0,0,0,0,0,0.00196,0.0611,0,0,0,0,0,0.03001,0,0.01354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,5.56,1.89,1.14,0.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35,3.75,948.54,0,PWR,3.13,0,0,27.758
TVC-1|509-069|E11|1,0,0,0,0.0844,0,0,0,0,0,0,0,0,0.00519,0,1e-4,0,0,0,0,0,0.01941,0,0.4564,0,0,0,0,0.005105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,4.58,0.84,0.4,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.46,2.45,959.09,0,PWR,3.13,0,0,12.859
TVC-1|509-069|E11|2,0,0,0,0.1748,0,0.00137,0.0237,0,0,0,0,0,0.01729,0,0.00446,0,0,0,0,0,0.04729,0,0.7366,0,0,0,0,0.01369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74e-7,0.08,5.76,1.52,0.88,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,3.24,952.46,0,PWR,3.13,0,0,20.628
TVC-1|509-069|E11|2K,0,0,0,0,0,0.0014,0.0242,0,0,0,0,0,0.01811,0,0.00489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,5.75,1.52,0.89,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.42,3.39,951.95,0,PWR,3.13,0,0,20.628
TVC-1|509-069|E11|4,0,0,0,0.2089,0,0,0,0,0,0,0,0,0.02401,0,0.00926,0,0,0,0,0,0.05941,0,0.8427,0,0,0,0,0.01736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19e-7,0.109,5.86,1.75,1.02,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,3.53,950.16,0,PWR,3.13,0,0,23.557
TVC-1|509-069|E11|4K,0,0,0,0,0,0.00213,0.0454,0,0,0,0,0,0.02472,0,0.00878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,5.93,1.76,1.04,0.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.64,3.7,949.36,0,PWR,3.13,0,0,23.557
TVC-1|509-069|E11|5,0,0,0,0.3089,0,0.00278,0.055,0,0,0,0,0,0.02574,0,0.00992,0,0,0,0,0,0.06173,0,0.8692,0,0,0,0,0.01529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56e-7,0.117,6.01,1.79,1.04,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.27,3.62,949.12,0,PWR,3.13,0,0,24.25
TVC-1|509-069|E11|7,0,0,0,0.3011,0,0,0,0,0,0,0,0,0.02665,0,0.01029,0,0,0,0,0,0.06088,0,0.8555,0,0,0,0,0.0161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,6.19,1.86,1.07,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,3.62,950.12,0,PWR,3.13,0,0,23.953
TVC-1|509-069|E11|7K,0,0,0,0,0,0.00226,0.0459,0,0,0,0,0,0.02665,0,0.00953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,5.95,1.79,1.05,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.43,3.66,949.04,0,PWR,3.13,0,0,23.953
TVC-1|509-069|E11|8,0,0,0,0,0,0.00218,0.0437,0,0,0,0,0,0.02451,0,0.00759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,5.91,1.72,1.03,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.62,3.59,950.15,0,PWR,3.13,0,0,23.818
TVC-1|509-069|E11|9,0,0,0,0,0,0.0021,0.0301,0,0,0,0,0,0.01739,0,0.00364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,5.63,1.41,0.78,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.97,3.24,954.2,0,PWR,3.13,0,0,20.06
TVC-1|509-069|E5|4,0,0,0,0.2223,0,0,0,0,0,0,0,0,0.02319,0,0.00896,0,0,0,0,0,0.05992,0,0.8465,0,0,0,0,0.01722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56e-7,0.117,5.95,1.76,1.05,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.91,3.53,949.57,0,PWR,3.13,0,0,23.715
TVC-1|509-069|E5|7,0,0,0,0.2444,0,0,0,0,0,0,0,0,0.02472,0,0.0093,0,0,0,0,0,0.06219,0,0.8823,0,0,0,0,0.01872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,5.99,1.78,1.06,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.15,3.56,948.3,0,PWR,3.13,0,0,24.693
TVC-1|509-069|E5|7K,0,0,0,0,0,0.00244,0.0462,0,0,0,0,0,0.02553,0,0.00955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,5.97,1.79,1.05,0.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.27,3.53,949.19,0,PWR,3.13,0,0,24.693
TVC-1|509-069|E5|9,0,0,0,0.1526,0,0,0,0,0,0,0,0,0.01394,0,0.00254,0,0,0,0,0,0.04026,0,0.6858,0,0,0,0,0.01127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13e-7,0.063,5.27,1.33,0.73,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14,3.27,953.59,0,PWR,3.13,0,0,19.254
TVC-1|509-069|J9|4,0,0,0,0.212,0,0,0,0,0,0,0,0,0.02553,0,0.0107,0,0,0,0,0,0.06378,0,0.8876,0,0,0,0,0.01643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,5.82,1.81,1.07,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.01,3.64,948.34,0,PWR,3.13,0,0,24.849
TVC-1|509-069|J9|7,0,0,0,0,0,0.00209,0.0502,0,0,0,0,0,0.0295,0,0.00967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,5.83,1.84,1.08,0.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.75,3.69,948.85,0,PWR,3.13,0,0,25.389
TVC-1|509-069|L11|4,0,0,0,0,0,0.00196,0.0445,0,0,0,0,0,0.02797,0,0.00916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,6.06,1.79,1.05,0.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.82,3.76,948.9,0,PWR,3.13,0,0,24.05
TVC-1|509-069|L11|7,0,0,0,0.2033,0,0.00197,0.0393,0,0,0,0,0,0.02472,0,0.01004,0,0,0,0,0,0.06209,0,0.8739,0,0,0,0,0.01675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86e-7,0.118,6.02,1.82,1.05,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,3.45,949.22,0,PWR,3.13,0,0,24.532
TVC-1|509-069|L11|7K,0,0,0,0,0,0.00241,0.0457,0,0,0,0,0,0.02462,0,0.00944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,5.97,1.8,1.06,0.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.18,3.48,947.98,0,PWR,3.13,0,0,24.532
TVC-1|509-069|L5|4,0,0,0,0.2432,0,0,0,0,0,0,0,0,0.02523,0,0.00953,0,0,0,0,0,0.05992,0,0.8564,0,0,0,0,0.01725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42e-7,0.11,6.06,1.77,1.06,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.97,3.48,949.06,0,PWR,3.13,0,0,23.988
TVC-1|509-069|L5|7,0,0,0,0.2989,0,0,0,0,0,0,0,0,0.02482,0,0.00879,0,0,0,0,0,0.06123,0,0.8686,0,0,0,0,0.01803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64e-7,0.114,5.97,1.79,1.06,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.31,3.57,947.61,0,PWR,3.13,0,0,24.313
TVC-1|509-104|A12|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388,0,0,0,0,0,0,0,0,0,1.464,0.0926,0.0118,4e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,35.02,1.179,958.49,0,PWR,3.897,0,0,3.399
TVC-1|509-104|A12|7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856,0,0,0,0,0,0,0,0,0,2.525,0.2926,0.0675,0.0046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,30.88,1.935,956.43,0,PWR,3.897,0,0,7.374
TVC-1|509-104|M11|7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13505,0,0,0,0,0,0,0,0,0,4.5055,0.70535,0.2853,0.0308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.655,2.739,952.42,0,PWR,3.897,0,0,12.179
TVC-1|509-104|M11|7K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWR,3.897,0,0,12.179
VAN-2|EF05|WZR0058|E58-148,0,0,0,0.28,0,0,0.238,0,2.06,1.95,0.238,0,0,0,0.0582,0,6.02e-4,0,0,1.78,0.233,1,2.05,0,9.71e-4,0,0.217,0.0383,0.00951,0,0,0.0149,0.00476,0.186,4.85e-6,0.0292,0.00175,0,0,0,0,0,0,0,4.08e-4,0,0.0369,1.22,2.31,1.09,1.23,0.641,0.291,0.971,0,0,0,0,0,0,0.39,6.23,2.84,1.55,0.893,0,0,0,0,0.194,0,0,0,0.288,0.291,0.00379,0.458,0.0149,0.15,0.0546,0,0,0,0,0,0,0.225,8.94,6.67,0,0,PWR,4.5,0,0,51.33
VAN-2|EF05|WZR0058|E58-257,0,0,0,0.622,0,0,0.34550000000000003,0,2.37,2.14,0.282,0,0,0,0.107,0,0.00204,0,0,1.1715,0.1869,0.875,2.3,0,6.61e-4,0,0.214,0.04165,0.00739,0,0,0.0255,0.00904,0.285,0.00146,0.0421,0.00194,0,0,2.24,1.07,0.797,0.875,1.13,0,0,0.0593,1.24,2.81,1.185,1.435,0.749,0.382,0.962,0,0,0,0,0,0,0.669,6.335,3.2800000000000002,1.57,1.39,0,0.436,0,0,0.253,0,0,0,0.331,0.377,0.00418,0.545,0.0171,0.168,0.0765,0,0,1.3,0,0,0,0.213,5.52,7.140000000000001,0,0,PWR,4.5,0,0,63
VAN-2|EF05|WZR0058|E58-263,0,0,0,0.312,0,0,0.407,0,2.63,2.44,0.28,0,0,0,0.147,0,0.00243,0,0,2.22,0.331,1.15,2.47,0,7.1e-4,0,0.266,0.0464,0.0115,0,0,0.0165,0.00535,0.285,4.86e-6,0.0412,0.00233,0,0,0,0,0,0,0,4.57e-4,0,0.071,1.39,2.99,1.35,1.65,0.87,0.411,1.26,0,0,0,0,0,0,0.633,6.23,3.18,1.77,1.33,0,0,0,0,0.253,0,0,0,0.274,0.363,0.00311,0.515,0.015,0.16,0.066,0,0,0,0,0,0,0.157,5.11,6.59,0,0,PWR,4.5,0,0,63.01
VAN-2|EF05|WZR0058|E58-773,0,0,0,0.35,0,0,0.617,0,3.15,2.91,0.316,0,0,0,0.228,0,0.00555,0,0,2.31,0.438,1.08,2.92,0,6.13e-4,0,0.308,0.0527,0.0143,0,0,0.023,0.00759,0.472,4.87e-6,0.0701,0.0038,0,0,0,0,0,0,0,4.67e-4,0,0.101,1.43,3.81,1.52,2.04,0.968,0.45,1.24,0,0,0,0,0,0,0.86,6.58,3.62,1.94,1.81,0,0,0,0,0.311,0,0,0,0.274,0.492,0.0037,0.657,0.0187,0.188,0.0849,0,0,0,0,0,0,0.132,3.12,6.28,0,0,PWR,4.5,0,0,74.57
VAN-2|EF05|WZR0058|E58-793,0,0,0,0.6005,0,0,0.5023333333333333,0,2.993333333333333,2.7066666666666666,0.32,0,0,0,0.2095,0,0.0057350000000000005,0,0,2.2266666666666666,0.3078666666666667,0.8115,2.78,0,7.340000000000001e-4,0,0.277,0.0521,0.01167,0,0,0.02665,0.00768,0.46799999999999997,7.3243e-4,0.06875,0.0033049999999999998,0,0,2.78,0,0,0,0,4.67e-4,0,0.0933,1.3466666666666667,3.63,1.4066666666666667,1.8933333333333333,0.9415,0.46799999999999997,1.12,0,0,0,0,0,0,0.897,6.616666666666666,3.6733333333333333,1.87,1.895,0,0,0,0,0.311,0,0,0,0.3005,0.508,0.003695,0.6699999999999999,0.019049999999999997,0.1885,0.0978,0,0,1.12,0,0,0,0.17533333333333334,3.2199999999999998,7.04,0,0,PWR,4.5,0,0,74
VAN-2|EF05|WZR0058|E58-796,0,0,0,0.317,0,0,0.631,0,2.92,2.71,0.319,0,0,0,0.221,0,0.00525,0,0,2.15,0.438,1,2.92,0,6.42e-4,0,0.291,0.05045,0.012,0,0,0.0218,0.00662,0.459,4.86e-6,0.0665,0.00272,0,0,0,0,0,0,0,4.67e-4,0,0.0953,1.29,3.6,1.39,1.87,0.921,0.407,1.19,0,0,0,0,0,0,0.836,6.61,3.75,1.99,1.8,0,0,0,0,0.311,0,0,0,0.278,0.484,0.00409,0.631,0.0189,0.19,0.0892,0,0,0,0,0,0,0.148,3.11,6.53,0,0,PWR,4.5,0,0,74
VAN-2|EF05|WZR0058|E58-88,0,0,0,0.489,0,0,0.10096666666666666,0,1.6133333333333333,1.4966666666666666,0.1965,0,0,0,0.01745,0,1.645e-4,0,0,1.53,0.11613333333333334,0.8235,1.5799999999999998,0,5.71e-4,0,0.14850000000000002,0.0264,0.005135,0,0,0.011695,0.0038250000000000003,0.09384999999999999,7.27425e-4,0.0165,0.001355,0,0,1.56,0,0,0,0,3.68e-4,0,0.02375,1.09,1.7566666666666666,0.901,0.923,0.514,0.244,0.659,0,0,0,0,0,0,0.27,6.236666666666666,2.41,1.245,0.5585,0,0,0,0,0.145,0,0,0,0.29700000000000004,0.1935,0.00344,0.3365,0.01455,0.1265,0.0432,0,0,0.997,0,0,0,0.25833333333333336,13.3,6.013333333333334,0,0,PWR,4.5,0,0,43.52
VAN-2|EF05|WZtR160|WZtR160-800,0,0,0,0.632,0,0,0.47150000000000003,0,2.965,2.58,0,0,0,0,0.175,0,0.00467,0,0,1.4024999999999999,0.21785000000000002,0.934,2.58,0,8.27e-4,0,0.24,0.04845000000000001,0.00875,0,0,0.0309,0.0214,0.422,0.00146,0.0615,0.00321,0,0,2.52,2.7,1.83,2.11,2.5,0,0,0.0778,1.27,3.2800000000000002,1.28,1.69,0.817,0.421,1.09,0,0,0,0,0,0,0.78,6.32,3.665,1.64,1.78,0,0.796,0,0,0,0,0,0,0.34,0.469,0.00399,0.645,0.0178,0.186,0.1,0,0,1.59,0,0,0,0.202,3.9,7.4,0,0,PWR,4.5,0,0,73
VAN-2|EF05|WZtR165|WZtR165-2a,0,0,0,0.36,0,0,0.744,0,3.11,2.86,0.334,0,0,0,0.283,0,0.00709,0,0,2.13,0.457,1.11,2.98,0,6.99e-4,0,0.314,0.06235,0.0129,0,0,0.0273,0.00593,0.482,4.86e-6,0.0717,0.00379,0,0,0,0,0,0,0,0.00738,0,0.0699,1.28,3.62,1.37,1.87,0.997,0.512,1.36,0,0,0,0,0,0,0.943,7.2,3.92,2.15,2.03,0,0,0,0.069,0.321,0,0,0,0.31,0.549,0.00379,0.64,0.0186,0.198,0.115,0,0,0,0,0,0,0.136,2.86,6.61,0,0,PWR,4.5,0,0,75
YNK-1|E5|C-A6|G-101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0,0,0,0,0,0.021,5.432,0.904,0.524,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,22.18,2.548,955.06,0,PWR,3.4,0,0,12.8
YNK-1|E5|C-A6|G-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0,0,0,0,0,0,0.019,5.093,0.847,0.479,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,22.12,2.548,955.75,0,PWR,3.4,0,0,12.6
YNK-1|E5|C-A6|G-103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0,0.007,3.958,0.491,0.215,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,26.23,1.887,959.39,0,PWR,3.4,0,0,7.55
YNK-1|E5|SW-A5|G-111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45e-7,0.022,5.19,1.159,0.653,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158,19.09,3.065,953.73,0,PWR,3.4,0,0,16.3
YNK-1|E5|SW-A5|G-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95e-7,0,5.103,1.091,0.592,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,19.66,2.912,954.4,0,PWR,3.4,0,0,15.6
YNK-1|E6|C-A1|G-107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495,0,0,0,0,0,0,0.15,7.683,2.065,1.467,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,13.62,4.033,941.58,0,PWR,3.4,0,0,27.8
YNK-1|E6|C-A1|G-108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,7.188,2.114,1.497,0.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,12.27,4.119,940.81,0,PWR,3.4,0,0,30
YNK-1|E6|C-A1|G-109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528,0,0,0,0,0,0,0.172,7.537,2.172,1.555,0.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,12.38,4.176,939.96,0,PWR,3.4,0,0,30.2
YNK-1|E6|C-A1|N-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.352,2.338,1.712,0.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,12.06,4.09,937.72,0,PWR,3.4,0,0,31.7
YNK-1|E6|C-A1|N-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.313,2.406,1.77,0.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,11.32,4.205,936.61,0,PWR,3.4,0,0,33.2
YNK-1|E6|C-A1|T-168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71e-7,0,6.082,1.188,0.722,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,19.26,3.027,951.95,0,PWR,3.4,0,0,16.9
YNK-1|E6|C-A1|T-169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13e-6,0,7.702,2.026,1.448,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,13.39,4.023,941.8,0,PWR,3.4,0,0,27.8
YNK-1|E6|C-A1|T-170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474,0,0,0,0,0,2.01e-6,0,7.925,2.211,1.614,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,11.89,4.128,939.15,0,PWR,3.4,0,0,31.1
