Reactor name;Reactor type;Reactor design;Assembly identifier;Rod identifier;Sample identifier;Estimated burnup;e. U235;e. Pu;e. Pu239 + Pu241;SFCompo sample ref;Measurement type;Item;Z;A;I;Value;Unit;Concentration;Concentration Unit;Sigma;Uncertainty
Balakovo-2;VVER-1000;320;1476;42;15;45.1 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|15;Burnup;Burnup;;;;45.1;MW*d/kgUi;;;2;1.55 %
Balakovo-2;VVER-1000;320;1476;42;15;45.1 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|15;Isotopic Concentration;Am241;95;241;0;0.048;mg/gUi;0.048;mg/gUi;2;4.17 %
Balakovo-2;VVER-1000;320;1476;42;15;45.1 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|15;Isotopic Concentration;Am243;95;243;0;0.141;mg/gUi;0.141;mg/gUi;2;2.84 %
Balakovo-2;VVER-1000;320;1476;42;15;45.1 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|15;Isotopic Concentration;Cm242;96;242;0;0.021;mg/gUi;0.021;mg/gUi;2;9.52 %
Balakovo-2;VVER-1000;320;1476;42;15;45.1 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|15;Isotopic Concentration;Cm244;96;244;0;0.055;mg/gUi;0.055;mg/gUi;2;10.91 %
Balakovo-2;VVER-1000;320;1476;42;15;45.1 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|15;Isotopic Concentration;Nd142;60;142;0;0.033;mg/gUi;0.033;mg/gUi;2;3.03 %
Balakovo-2;VVER-1000;320;1476;42;15;45.1 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|15;Isotopic Concentration;Nd143;60;143;0;1.053;mg/gUi;1.053;mg/gUi;2;0.76 %
Balakovo-2;VVER-1000;320;1476;42;15;45.1 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|15;Isotopic Concentration;Nd144;60;144;0;1.761;mg/gUi;1.761;mg/gUi;2;0.62 %
Balakovo-2;VVER-1000;320;1476;42;15;45.1 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|15;Isotopic Concentration;Nd145;60;145;0;0.889;mg/gUi;0.889;mg/gUi;2;0.67 %
Balakovo-2;VVER-1000;320;1476;42;15;45.1 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|15;Isotopic Concentration;Nd146;60;146;0;0.948;mg/gUi;0.948;mg/gUi;2;0.63 %
Balakovo-2;VVER-1000;320;1476;42;15;45.1 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|15;Isotopic Concentration;Pu238;94;238;0;0.3;mg/gUi;0.3;mg/gUi;2;3.33 %
Balakovo-2;VVER-1000;320;1476;42;15;45.1 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|15;Isotopic Concentration;Pu239;94;239;0;6.07;mg/gUi;6.07;mg/gUi;2;0.66 %
Balakovo-2;VVER-1000;320;1476;42;15;45.1 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|15;Isotopic Concentration;Pu240;94;240;0;2.58;mg/gUi;2.58;mg/gUi;2;0.78 %
Balakovo-2;VVER-1000;320;1476;42;15;45.1 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|15;Isotopic Concentration;Pu241;94;241;0;1.7;mg/gUi;1.7;mg/gUi;2;0.59 %
Balakovo-2;VVER-1000;320;1476;42;15;45.1 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|15;Isotopic Concentration;Pu242;94;242;0;0.69;mg/gUi;0.69;mg/gUi;2;1.45 %
Balakovo-2;VVER-1000;320;1476;42;15;45.1 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|15;Isotopic Concentration;U235;92;235;0;10.64;mg/gUi;10.64;mg/gUi;2;0.66 %
Balakovo-2;VVER-1000;320;1476;42;15;45.1 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|15;Isotopic Concentration;U236;92;236;0;6.17;mg/gUi;6.17;mg/gUi;2;0.65 %
Balakovo-2;VVER-1000;320;1476;42;15;45.1 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|15;Isotopic Concentration;U238;92;238;0;926.55;mg/gUi;926.55;mg/gUi;2;0.01 %
Balakovo-2;VVER-1000;320;1476;42;31;45.8 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|31;Burnup;Burnup;;;;45.8;MW*d/kgUi;;;2;1.97 %
Balakovo-2;VVER-1000;320;1476;42;31;45.8 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|31;Isotopic Concentration;Am243;95;243;0;146;mg/kgUi;0.146;mg/gUi;2;1.37 %
Balakovo-2;VVER-1000;320;1476;42;31;45.8 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|31;Isotopic Concentration;Cm244;96;244;0;53.9;mg/kgUi;0.0539;mg/gUi;2;0.37 %
Balakovo-2;VVER-1000;320;1476;42;31;45.8 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|31;Isotopic Concentration;Nd148;60;148;0;0.489;mg/gUi;0.489;mg/gUi;2;1.02 %
Balakovo-2;VVER-1000;320;1476;42;31;45.8 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|31;Isotopic Concentration;Pu236;94;236;0;1.9;mg/tUi;0.0000019;mg/gUi;2;21.05 %
Balakovo-2;VVER-1000;320;1476;42;31;45.8 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|31;Isotopic Concentration;Pu238;94;238;0;0.303;mg/gUi;0.303;mg/gUi;2;0.99 %
Balakovo-2;VVER-1000;320;1476;42;31;45.8 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|31;Isotopic Concentration;Pu239;94;239;0;6.19;mg/gUi;6.19;mg/gUi;2;0.81 %
Balakovo-2;VVER-1000;320;1476;42;31;45.8 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|31;Isotopic Concentration;Pu240;94;240;0;2.65;mg/gUi;2.65;mg/gUi;2;0.75 %
Balakovo-2;VVER-1000;320;1476;42;31;45.8 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|31;Isotopic Concentration;Pu241;94;241;0;1.7;mg/gUi;1.7;mg/gUi;2;1.76 %
Balakovo-2;VVER-1000;320;1476;42;31;45.8 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|31;Isotopic Concentration;Pu242;94;242;0;0.7;mg/gUi;0.7;mg/gUi;2;1.29 %
Balakovo-2;VVER-1000;320;1476;42;31;45.8 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|31;Isotopic Concentration;U234;92;234;0;0.226;mg/gUi;0.226;mg/gUi;2;0.88 %
Balakovo-2;VVER-1000;320;1476;42;31;45.8 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|31;Isotopic Concentration;U235;92;235;0;10.66;mg/gUi;10.66;mg/gUi;2;0.75 %
Balakovo-2;VVER-1000;320;1476;42;31;45.8 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|31;Isotopic Concentration;U236;92;236;0;6;mg/gUi;6;mg/gUi;2;1.17 %
Balakovo-2;VVER-1000;320;1476;42;31;45.8 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|31;Isotopic Concentration;U238;92;238;0;925;mg/gUi;925;mg/gUi;2;0.02 %
Balakovo-2;VVER-1000;320;1476;42;6;46.7 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|6;Burnup;Burnup;;;;46.7;MW*d/kgUi;;;2;1.5 %
Balakovo-2;VVER-1000;320;1476;42;6;46.7 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|6;Isotopic Concentration;Am241;95;241;0;0.066;mg/gUi;0.066;mg/gUi;2;3.03 %
Balakovo-2;VVER-1000;320;1476;42;6;46.7 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|6;Isotopic Concentration;Am243;95;243;0;0.157;mg/gUi;0.157;mg/gUi;2;2.55 %
Balakovo-2;VVER-1000;320;1476;42;6;46.7 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|6;Isotopic Concentration;Cm242;96;242;0;0.024;mg/gUi;0.024;mg/gUi;2;8.33 %
Balakovo-2;VVER-1000;320;1476;42;6;46.7 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|6;Isotopic Concentration;Cm244;96;244;0;0.059;mg/gUi;0.059;mg/gUi;2;8.47 %
Balakovo-2;VVER-1000;320;1476;42;6;46.7 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|6;Isotopic Concentration;Nd142;60;142;0;0.034;mg/gUi;0.034;mg/gUi;2;2.94 %
Balakovo-2;VVER-1000;320;1476;42;6;46.7 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|6;Isotopic Concentration;Nd143;60;143;0;1.07;mg/gUi;1.07;mg/gUi;2;0.75 %
Balakovo-2;VVER-1000;320;1476;42;6;46.7 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|6;Isotopic Concentration;Nd144;60;144;0;1.821;mg/gUi;1.821;mg/gUi;2;0.66 %
Balakovo-2;VVER-1000;320;1476;42;6;46.7 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|6;Isotopic Concentration;Nd145;60;145;0;0.912;mg/gUi;0.912;mg/gUi;2;0.88 %
Balakovo-2;VVER-1000;320;1476;42;6;46.7 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|6;Isotopic Concentration;Nd146;60;146;0;0.975;mg/gUi;0.975;mg/gUi;2;0.82 %
Balakovo-2;VVER-1000;320;1476;42;6;46.7 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|6;Isotopic Concentration;Pu238;94;238;0;0.31;mg/gUi;0.31;mg/gUi;2;6.45 %
Balakovo-2;VVER-1000;320;1476;42;6;46.7 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|6;Isotopic Concentration;Pu239;94;239;0;6.1;mg/gUi;6.1;mg/gUi;2;0.82 %
Balakovo-2;VVER-1000;320;1476;42;6;46.7 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|6;Isotopic Concentration;Pu240;94;240;0;2.67;mg/gUi;2.67;mg/gUi;2;0.75 %
Balakovo-2;VVER-1000;320;1476;42;6;46.7 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|6;Isotopic Concentration;Pu241;94;241;0;1.76;mg/gUi;1.76;mg/gUi;2;1.14 %
Balakovo-2;VVER-1000;320;1476;42;6;46.7 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|6;Isotopic Concentration;Pu242;94;242;0;0.72;mg/gUi;0.72;mg/gUi;2;2.78 %
Balakovo-2;VVER-1000;320;1476;42;6;46.7 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|6;Isotopic Concentration;U235;92;235;0;10.27;mg/gUi;10.27;mg/gUi;2;0.68 %
Balakovo-2;VVER-1000;320;1476;42;6;46.7 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|6;Isotopic Concentration;U236;92;236;0;6.11;mg/gUi;6.11;mg/gUi;2;0.82 %
Balakovo-2;VVER-1000;320;1476;42;6;46.7 GW*d/tHMi;4.4 wt%;;;BAL-2|1476|42|6;Isotopic Concentration;U238;92;238;0;925.18;mg/gUi;925.18;mg/gUi;2;0.01 %
Balakovo-3;VVER-1000;320;1591;23;581;47.9 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|581;Burnup;Burnup;;;;47.9;MW*d/kgUi;;;2;1.46 %
Balakovo-3;VVER-1000;320;1591;23;581;47.9 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|581;Isotopic Concentration;Am241;95;241;0;0.071;g/kgUi;0.071;mg/gUi;2;2.82 %
Balakovo-3;VVER-1000;320;1591;23;581;47.9 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|581;Isotopic Concentration;Am243;95;243;0;0.192;g/kgUi;0.192;mg/gUi;2;2.6 %
Balakovo-3;VVER-1000;320;1591;23;581;47.9 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|581;Isotopic Concentration;Cm242;96;242;0;0.023;g/kgUi;0.023;mg/gUi;2;8.7 %
Balakovo-3;VVER-1000;320;1591;23;581;47.9 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|581;Isotopic Concentration;Cm244;96;244;0;0.079;g/kgUi;0.079;mg/gUi;2;8.86 %
Balakovo-3;VVER-1000;320;1591;23;581;47.9 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|581;Isotopic Concentration;Nd142;60;142;0;0.037;g/kgUi;0.037;mg/gUi;2;2.7 %
Balakovo-3;VVER-1000;320;1591;23;581;47.9 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|581;Isotopic Concentration;Nd143;60;143;0;1.099;g/kgUi;1.099;mg/gUi;2;0.82 %
Balakovo-3;VVER-1000;320;1591;23;581;47.9 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|581;Isotopic Concentration;Nd144;60;144;0;1.938;g/kgUi;1.938;mg/gUi;2;0.52 %
Balakovo-3;VVER-1000;320;1591;23;581;47.9 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|581;Isotopic Concentration;Nd145;60;145;0;0.922;g/kgUi;0.922;mg/gUi;2;0.76 %
Balakovo-3;VVER-1000;320;1591;23;581;47.9 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|581;Isotopic Concentration;Nd146;60;146;0;1.007;g/kgUi;1.007;mg/gUi;2;0.79 %
Balakovo-3;VVER-1000;320;1591;23;581;47.9 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|581;Isotopic Concentration;Pu238;94;238;0;0.33;g/kgUi;0.33;mg/gUi;2;6.06 %
Balakovo-3;VVER-1000;320;1591;23;581;47.9 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|581;Isotopic Concentration;Pu239;94;239;0;6.08;g/kgUi;6.08;mg/gUi;2;0.82 %
Balakovo-3;VVER-1000;320;1591;23;581;47.9 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|581;Isotopic Concentration;Pu240;94;240;0;2.68;g/kgUi;2.68;mg/gUi;2;0.75 %
Balakovo-3;VVER-1000;320;1591;23;581;47.9 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|581;Isotopic Concentration;Pu241;94;241;0;1.76;g/kgUi;1.76;mg/gUi;2;0.57 %
Balakovo-3;VVER-1000;320;1591;23;581;47.9 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|581;Isotopic Concentration;Pu242;94;242;0;0.88;g/kgUi;0.88;mg/gUi;2;1.14 %
Balakovo-3;VVER-1000;320;1591;23;581;47.9 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|581;Isotopic Concentration;U235;92;235;0;8.18;g/kgUi;8.18;mg/gUi;2;0.73 %
Balakovo-3;VVER-1000;320;1591;23;581;47.9 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|581;Isotopic Concentration;U236;92;236;0;6.34;g/kgUi;6.34;mg/gUi;2;0.79 %
Balakovo-3;VVER-1000;320;1591;23;581;47.9 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|581;Isotopic Concentration;U238;92;238;0;925.66;g/kgUi;925.66;mg/gUi;2;0.01 %
Balakovo-3;VVER-1000;320;1591;23;912;46.2 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|912;Burnup;Burnup;;;;46.2;MW*d/kgUi;;;2;1.52 %
Balakovo-3;VVER-1000;320;1591;23;912;46.2 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|912;Isotopic Concentration;Am241;95;241;0;0.054;g/kgUi;0.054;mg/gUi;2;3.7 %
Balakovo-3;VVER-1000;320;1591;23;912;46.2 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|912;Isotopic Concentration;Am243;95;243;0;0.151;g/kgUi;0.151;mg/gUi;2;2.65 %
Balakovo-3;VVER-1000;320;1591;23;912;46.2 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|912;Isotopic Concentration;Cm242;96;242;0;0.021;g/kgUi;0.021;mg/gUi;2;9.52 %
Balakovo-3;VVER-1000;320;1591;23;912;46.2 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|912;Isotopic Concentration;Cm244;96;244;0;0.059;g/kgUi;0.059;mg/gUi;2;8.47 %
Balakovo-3;VVER-1000;320;1591;23;912;46.2 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|912;Isotopic Concentration;Nd142;60;142;0;0.034;g/kgUi;0.034;mg/gUi;2;2.94 %
Balakovo-3;VVER-1000;320;1591;23;912;46.2 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|912;Isotopic Concentration;Nd143;60;143;0;1.056;g/kgUi;1.056;mg/gUi;2;0.76 %
Balakovo-3;VVER-1000;320;1591;23;912;46.2 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|912;Isotopic Concentration;Nd144;60;144;0;1.797;g/kgUi;1.797;mg/gUi;2;0.56 %
Balakovo-3;VVER-1000;320;1591;23;912;46.2 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|912;Isotopic Concentration;Nd145;60;145;0;0.899;g/kgUi;0.899;mg/gUi;2;0.78 %
Balakovo-3;VVER-1000;320;1591;23;912;46.2 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|912;Isotopic Concentration;Nd146;60;146;0;0.961;g/kgUi;0.961;mg/gUi;2;0.83 %
Balakovo-3;VVER-1000;320;1591;23;912;46.2 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|912;Isotopic Concentration;Pu238;94;238;0;0.32;g/kgUi;0.32;mg/gUi;2;3.13 %
Balakovo-3;VVER-1000;320;1591;23;912;46.2 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|912;Isotopic Concentration;Pu239;94;239;0;6.26;g/kgUi;6.26;mg/gUi;2;0.8 %
Balakovo-3;VVER-1000;320;1591;23;912;46.2 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|912;Isotopic Concentration;Pu240;94;240;0;2.62;g/kgUi;2.62;mg/gUi;2;0.76 %
Balakovo-3;VVER-1000;320;1591;23;912;46.2 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|912;Isotopic Concentration;Pu241;94;241;0;1.76;g/kgUi;1.76;mg/gUi;2;1.14 %
Balakovo-3;VVER-1000;320;1591;23;912;46.2 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|912;Isotopic Concentration;Pu242;94;242;0;0.75;g/kgUi;0.75;mg/gUi;2;1.33 %
Balakovo-3;VVER-1000;320;1591;23;912;46.2 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|912;Isotopic Concentration;U235;92;235;0;10.18;g/kgUi;10.18;mg/gUi;2;0.69 %
Balakovo-3;VVER-1000;320;1591;23;912;46.2 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|912;Isotopic Concentration;U236;92;236;0;6.15;g/kgUi;6.15;mg/gUi;2;0.65 %
Balakovo-3;VVER-1000;320;1591;23;912;46.2 GW*d/tHMi;4.4 wt%;;;BAL-3|1591|23|912;Isotopic Concentration;U238;92;238;0;925.48;g/kgUi;925.48;mg/gUi;2;0.01 %
Beznau-1;PWR;Westinghouse;M109;B6;BM3;48.5 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM3;Isotopic Concentration;Nd142;60;142;0;0.018;mg/gFueli;0.02042;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM3;48.5 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM3;Isotopic Concentration;Nd143;60;143;0;0.976;mg/gFueli;1.107;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM3;48.5 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM3;Isotopic Concentration;Nd144;60;144;0;1.28;mg/gFueli;1.452;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM3;48.5 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM3;Isotopic Concentration;Nd145;60;145;0;0.753;mg/gFueli;0.8542;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM3;48.5 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM3;Isotopic Concentration;Nd146;60;146;0;0.807;mg/gFueli;0.9154;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM3;48.5 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM3;Isotopic Concentration;Nd148;60;148;0;0.463;mg/gFueli;0.5252;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM3;48.5 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM3;Isotopic Concentration;Nd150;60;150;0;0.291;mg/gFueli;0.3301;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM3;48.5 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM3;Isotopic Concentration;Pu238;94;238;0;1.18;mg/gFueli;1.339;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM3;48.5 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM3;Isotopic Concentration;Pu239;94;239;0;12.5;mg/gFueli;14.18;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM3;48.5 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM3;Isotopic Concentration;Pu240;94;240;0;12.6;mg/gFueli;14.29;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM3;48.5 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM3;Isotopic Concentration;Pu241;94;241;0;4.85;mg/gFueli;5.502;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM3;48.5 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM3;Isotopic Concentration;Pu242;94;242;0;4.09;mg/gFueli;4.640;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM3;48.5 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM3;Isotopic Concentration;U234;92;234;0;0.0872;mg/gFueli;0.09892;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM3;48.5 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM3;Isotopic Concentration;U235;92;235;0;0.899;mg/gFueli;1.020;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM3;48.5 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM3;Isotopic Concentration;U236;92;236;0;0.266;mg/gFueli;0.3017;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM3;48.5 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM3;Isotopic Concentration;U238;92;238;0;805;mg/gFueli;913.2;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM3;48.5 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM3;Other;Burnup %FIMA;;;;4.76;;;;;
Beznau-1;PWR;Westinghouse;M109;B6;BM4D;37.9 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM4D;Isotopic Concentration;Nd142;60;142;0;0.0191;mg/gFueli;0.02167;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM4D;37.9 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM4D;Isotopic Concentration;Nd143;60;143;0;0.93;mg/gFueli;1.055;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM4D;37.9 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM4D;Isotopic Concentration;Nd144;60;144;0;1.12;mg/gFueli;1.271;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM4D;37.9 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM4D;Isotopic Concentration;Nd145;60;145;0;0.703;mg/gFueli;0.7975;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM4D;37.9 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM4D;Isotopic Concentration;Nd146;60;146;0;0.709;mg/gFueli;0.8043;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM4D;37.9 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM4D;Isotopic Concentration;Nd148;60;148;0;0.408;mg/gFueli;0.4628;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM4D;37.9 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM4D;Isotopic Concentration;Nd150;60;150;0;0.261;mg/gFueli;0.2961;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM4D;37.9 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM4D;Isotopic Concentration;Pu238;94;238;0;1.08;mg/gFueli;1.225;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM4D;37.9 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM4D;Isotopic Concentration;Pu239;94;239;0;14.4;mg/gFueli;16.34;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM4D;37.9 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM4D;Isotopic Concentration;Pu240;94;240;0;13.1;mg/gFueli;14.86;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM4D;37.9 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM4D;Isotopic Concentration;Pu241;94;241;0;4.79;mg/gFueli;5.434;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM4D;37.9 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM4D;Isotopic Concentration;Pu242;94;242;0;3.53;mg/gFueli;4.004;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM4D;37.9 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM4D;Isotopic Concentration;U234;92;234;0;0.0822;mg/gFueli;0.09325;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM4D;37.9 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM4D;Isotopic Concentration;U235;92;235;0;1.08;mg/gFueli;1.225;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM4D;37.9 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM4D;Isotopic Concentration;U236;92;236;0;0.225;mg/gFueli;0.2552;mg/gUi;;
Beznau-1;PWR;Westinghouse;M109;B6;BM4D;37.9 GW*d/tHMi;0.237 wt%;6.011 wt%;70.506 wt%;BEZ-1|M109|B6|BM4D;Isotopic Concentration;U238;92;238;0;788;mg/gFueli;893.9;mg/gUi;;
