Reactor name;Reactor type;Reactor design;Assembly identifier;Rod identifier;Sample identifier;Estimated burnup;e. U235;e. Pu;e. Pu239 + Pu241;SFCompo sample ref;Measurement type;Item;Z;A;I;Value;Unit;Concentration;Concentration Unit;Sigma;Uncertainty
Hinkley Point B-1;AGR;The Nuclear Power Group;E33-4;7-13;12;10.579 GW*d/tUi;2.012 wt%;;;HIN-1|E33-4|7-13|12;Isotopic Concentration;Pu239;94;239;0;0.002415;g/gUi;2.415;mg/gUi;1;0.01 %
Hinkley Point B-1;AGR;The Nuclear Power Group;E33-4;7-13;12;10.579 GW*d/tUi;2.012 wt%;;;HIN-1|E33-4|7-13|12;Isotopic Concentration;Pu240;94;240;0;0.0008891;g/gUi;0.8891;mg/gUi;1;0.04 %
Hinkley Point B-1;AGR;The Nuclear Power Group;E33-4;7-13;12;10.579 GW*d/tUi;2.012 wt%;;;HIN-1|E33-4|7-13|12;Isotopic Concentration;Pu241;94;241;0;0.0002118;g/gUi;0.2118;mg/gUi;1;0.17 %
Hinkley Point B-1;AGR;The Nuclear Power Group;E33-4;7-13;12;10.579 GW*d/tUi;2.012 wt%;;;HIN-1|E33-4|7-13|12;Isotopic Concentration;Pu242;94;242;0;0.00004333;g/gUi;0.04333;mg/gUi;1;0.83 %
Hinkley Point B-1;AGR;The Nuclear Power Group;E33-4;7-13;12;10.579 GW*d/tUi;2.012 wt%;;;HIN-1|E33-4|7-13|12;Isotopic Concentration;U234;92;234;0;0.0001551;g/gUi;0.1551;mg/gUi;1;6.25 %
Hinkley Point B-1;AGR;The Nuclear Power Group;E33-4;7-13;12;10.579 GW*d/tUi;2.012 wt%;;;HIN-1|E33-4|7-13|12;Isotopic Concentration;U235;92;235;0;0.01044;g/gUi;10.44;mg/gUi;1;0.19 %
Hinkley Point B-1;AGR;The Nuclear Power Group;E33-4;7-13;12;10.579 GW*d/tUi;2.012 wt%;;;HIN-1|E33-4|7-13|12;Isotopic Concentration;U236;92;236;0;0.001984;g/gUi;1.984;mg/gUi;1;0.49 %
Hinkley Point B-1;AGR;The Nuclear Power Group;E33-4;7-13;12;10.579 GW*d/tUi;2.012 wt%;;;HIN-1|E33-4|7-13|12;Isotopic Concentration;U238;92;238;0;0.973;g/gUi;973;mg/gUi;1;0 %
Hinkley Point B-1;AGR;The Nuclear Power Group;E33-4;7-13;12;10.579 GW*d/tUi;2.012 wt%;;;HIN-1|E33-4|7-13|12;Mass Ratio;Am241/U;95;241;0;0.0000205;g/g;;;;
Hinkley Point B-1;AGR;The Nuclear Power Group;E33-4;7-13;12;10.579 GW*d/tUi;2.012 wt%;;;HIN-1|E33-4|7-13|12;Mass Ratio;Cm242/U;96;242;0;2.57E-7;g/g;;;;
Hinkley Point B-1;AGR;The Nuclear Power Group;E33-4;7-13;12;10.579 GW*d/tUi;2.012 wt%;;;HIN-1|E33-4|7-13|12;Mass Ratio;Cm244/U;96;244;0;1.69E-7;g/g;;;;
Hinkley Point B-1;AGR;The Nuclear Power Group;E33-4;7-13;12;10.579 GW*d/tUi;2.012 wt%;;;HIN-1|E33-4|7-13|12;Mass Ratio;Nd148/U;60;148;0;0.0001203;g/g;;;1;0.17 %
Hinkley Point B-1;AGR;The Nuclear Power Group;E33-4;7-13;12;10.579 GW*d/tUi;2.012 wt%;;;HIN-1|E33-4|7-13|12;Mass Ratio;Pu/U;94;0;0;0.003624;g/g;;;1;0.14 %
Hinkley Point B-1;AGR;The Nuclear Power Group;E33-4;7-13;12;10.579 GW*d/tUi;2.012 wt%;;;HIN-1|E33-4|7-13|12;Other;Conversion Factor [gUf/gUi];;;;0.9858;g/gUi;985.8;mg/gUi;;
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Activity;Ce144;58;144;0;0.05267;Ci/gUi;0.01654;mg/gUi;1;2.58 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Activity;Ce144;58;144;0;0.0542;Ci/gUf;;;1;2.58 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Activity;Cs134;55;134;0;0.02653;Ci/gUi;0.02052;mg/gUi;1;0.73 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Activity;Cs134;55;134;0;0.0273;Ci/gUf;;;1;0.73 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Activity;Cs137;55;137;0;0.06948;Ci/gUi;0.8003;mg/gUi;1;0.98 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Activity;Cs137;55;137;0;0.0715;Ci/gUf;;;1;0.98 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Activity;Eu154;63;154;0;0.001989;Ci/gUi;0.007365;mg/gUi;1;3.03 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Activity;Eu154;63;154;0;0.002047;Ci/gUf;;;1;3.03 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Activity;Eu155;63;155;0;0.001038;Ci/gUi;0.002138;mg/gUi;1;4.03 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Activity;Eu155;63;155;0;0.001068;Ci/gUf;;;1;4.03 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Activity;Sb125;51;125;0;0.002105;Ci/gUi;0.002029;mg/gUi;1;5.17 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Activity;Sb125;51;125;0;0.002166;Ci/gUf;;;1;5.17 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Nd142/Nd;60;142;0;0.006;mol/mol;;;1;1.67 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Nd142/Nd;60;142;0;0.0066;mol/mol;;;1;3.03 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Nd143/Nd;60;143;0;0.1789;mol/mol;;;1;0.11 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Nd143/Nd;60;143;0;0.1794;mol/mol;;;1;0.56 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Nd144/Nd;60;144;0;0.3418;mol/mol;;;1;0.29 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Nd144/Nd;60;144;0;0.343;mol/mol;;;1;0.06 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Nd145/Nd;60;145;0;0.1711;mol/mol;;;1;0.12 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Nd145/Nd;60;145;0;0.1717;mol/mol;;;1;0.58 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Nd146/Nd;60;146;0;0.1671;mol/mol;;;1;0.12 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Nd146/Nd;60;146;0;0.168;mol/mol;;;1;0.6 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Nd148/Nd;60;148;0;0.0898;mol/mol;;;1;0.22 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Nd148/Nd;60;148;0;0.0898;mol/mol;;;1;0.56 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Nd148/U;60;148;0;0.000408;mol/mol;;;1;0.25 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Nd148/U;60;148;0;0.000411;mol/mol;;;1;0.97 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Nd150/Nd;60;150;0;0.0426;mol/mol;;;1;0.47 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Nd150/Nd;60;150;0;0.0426;mol/mol;;;1;0.7 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Pu/U;94;0;0;0.00561;mol/mol;;;1;0.53 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Pu/U;94;0;0;0.00562;mol/mol;;;1;0.18 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Pu238/Pu;94;238;0;0.0126;mol/mol;;;1;1.59 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Pu238/Pu;94;238;0;0.0128;mol/mol;;;1;1.56 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Pu239/Pu;94;239;0;0.4378;mol/mol;;;1;0.09 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Pu239/Pu;94;239;0;0.4382;mol/mol;;;1;0.05 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Pu240/Pu;94;240;0;0.3985;mol/mol;;;1;0.1 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Pu240/Pu;94;240;0;0.3989;mol/mol;;;1;0.05 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Pu241/Pu;94;241;0;0.0909;mol/mol;;;1;0.22 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Pu241/Pu;94;241;0;0.092;mol/mol;;;1;0.22 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Pu242/Pu;94;242;0;0.0591;mol/mol;;;1;0.34 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;Pu242/Pu;94;242;0;0.0592;mol/mol;;;1;0.34 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;U234/U;92;234;0;0.00012;mol/mol;;;1;8.33 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;U235/U;92;235;0;0.00398;mol/mol;;;1;0.5 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;U235/U;92;235;0;0.004;mol/mol;;;1;0.25 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;U236/U;92;236;0;0.00274;mol/mol;;;1;0.36 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;U236/U;92;236;0;0.00277;mol/mol;;;1;0.36 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;U238/U;92;238;0;0.99311;mol/mol;;;1;0 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Atom Ratio;U238/U;92;238;0;0.99315;mol/mol;;;1;0 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Am241;95;241;0;0.00006306;g/gUi;0.06306;mg/gUi;1;1.39 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Am241;95;241;0;0.00006444;g/gUi;0.06444;mg/gUi;1;1.51 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Cm242;96;242;0;6.812E-7;g/gUi;0.0006812;mg/gUi;1;1.43 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Cm242;96;242;0;6.959E-7;g/gUi;0.0006959;mg/gUi;1;1.4 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Cm244;96;244;0;0.000008552;g/gUi;0.008552;mg/gUi;1;1.14 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Cm244;96;244;0;0.000008823;g/gUi;0.008823;mg/gUi;1;1.43 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Nd142;60;142;0;0.00001582;g/gUi;0.01582;mg/gUi;1;1.67 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Nd142;60;142;0;0.00001754;g/gUi;0.01754;mg/gUi;1;3.03 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Nd143;60;143;0;0.0004752;g/gUi;0.4752;mg/gUi;1;0.11 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Nd143;60;143;0;0.0004802;g/gUi;0.4802;mg/gUi;1;0.56 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Nd144;60;144;0;0.0009174;g/gUi;0.9174;mg/gUi;1;0.06 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Nd144;60;144;0;0.0009212;g/gUi;0.9212;mg/gUi;1;0.29 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Nd145;60;145;0;0.0004608;g/gUi;0.4608;mg/gUi;1;0.12 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Nd145;60;145;0;0.000466;g/gUi;0.466;mg/gUi;1;0.58 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Nd146;60;146;0;0.0004531;g/gUi;0.4531;mg/gUi;1;0.12 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Nd146;60;146;0;0.0004591;g/gUi;0.4591;mg/gUi;1;0.6 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Nd148;60;148;0;0.0002469;g/gUi;0.2469;mg/gUi;1;0.22 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Nd148;60;148;0;0.0002488;g/gUi;0.2488;mg/gUi;1;0.56 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Nd150;60;150;0;0.0001187;g/gUi;0.1187;mg/gUi;1;0.47 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Nd150;60;150;0;0.0001196;g/gUi;0.1196;mg/gUi;1;0.7 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Pu236;94;236;0;1.257E-10;g/gUi;1.257E-7;mg/gUi;3;31.88 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Pu236;94;236;0;1.268E-10;g/gUi;1.268E-7;mg/gUi;3;31.6 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Pu238;94;238;0;0.00006867;g/gUi;0.06867;mg/gUi;1;1.59 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Pu238;94;238;0;0.0000699;g/gUi;0.0699;mg/gUi;1;1.56 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Pu239;94;239;0;0.002396;g/gUi;2.396;mg/gUi;1;0.09 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Pu239;94;239;0;0.002403;g/gUi;2.403;mg/gUi;1;0.05 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Pu240;94;240;0;0.00219;g/gUi;2.19;mg/gUi;1;0.1 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Pu240;94;240;0;0.002197;g/gUi;2.197;mg/gUi;1;0.05 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Pu241;94;241;0;0.0005026;g/gUi;0.5026;mg/gUi;1;0.22 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Pu241;94;241;0;0.0005077;g/gUi;0.5077;mg/gUi;1;0.22 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Pu242;94;242;0;0.0003275;g/gUi;0.3275;mg/gUi;1;0.34 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;Pu242;94;242;0;0.0003287;g/gUi;0.3287;mg/gUi;1;0.34 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;U232;92;232;0;7.599E-10;g/gUi;7.599E-7;mg/gUi;3;19.7 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;U232;92;232;0;7.715E-10;g/gUi;7.715E-7;mg/gUi;3;13.43 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;U234;92;234;0;0.0001147;g/gUi;0.1147;mg/gUi;1;8.33 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;U235;92;235;0;0.00382;g/gUi;3.82;mg/gUi;1;0.5 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;U235;92;235;0;0.003838;g/gUi;3.838;mg/gUi;1;0.25 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;U236;92;236;0;0.002641;g/gUi;2.641;mg/gUi;1;0.36 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;U236;92;236;0;0.002669;g/gUi;2.669;mg/gUi;1;0.36 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;U238;92;238;0;0.9651;g/gUi;965.1;mg/gUi;1;0 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Isotopic Concentration;U238;92;238;0;0.9653;g/gUi;965.3;mg/gUi;1;0 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Mass Ratio;Am241/U;95;241;0;0.0000649;g/g;;;1;1.39 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Mass Ratio;Am241/U;95;241;0;0.0000663;g/g;;;1;1.51 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Mass Ratio;Cm242/U;96;242;0;7.01E-7;g/g;;;1;1.43 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Mass Ratio;Cm242/U;96;242;0;7.16E-7;g/g;;;1;1.4 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Mass Ratio;Cm244/U;96;244;0;0.0000088;g/g;;;1;1.14 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Mass Ratio;Cm244/U;96;244;0;0.00000908;g/g;;;1;1.43 %
Hinkley Point B-1;AGR;The Nuclear Power Group;P25-4;1-3-5;12;22.217 GW*d/tUi;2.012 wt%;;;HIN-1|P25-4|1-3-5|12;Mass Ratio;Nd148/U;60;148;0;0.000254;g/g;;;1;0.39 %
